dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
9065,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,6,6,7,2,18,130,0,Let's take a closer look. Highlander's sculpted exterior offers an unmistakable design that conveys both power and sophistication.,Let's take a closer look. Highlander's sculpted exterior offers an unmistakable design that conveys both power and sophistication.
9066,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,7,8,8,1,28,159,0,"This organic styling makes a statement, whether it's pulling up to the restaurant for date night or cruising down the highway with your crew on a weekend trip.","This organic styling makes a statement, whether it's pulling up to the restaurant for date night or cruising down the highway with your crew on a weekend trip."
9067,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,8,9,9,1,17,112,0,"This exterior isn't just about looks, though, with Highlander also offering standard LED lighting on all grades.","This exterior isn't just about looks, though, with Highlander also offering standard LED lighting on all grades."
9068,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,9,10,10,1,24,143,0,as well as an available hands-free power rear liftgate that enables cargo area access even with hands full of grocery bags or sports equipment.,as well as an available hands-free power rear liftgate that enables cargo area access even with hands full of grocery bags or sports equipment.
9069,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,10,11,11,1,20,127,0,"Highlander's exterior also sports an available moonroof or, in the case of the Platinum grade, a power panoramic view moonroof.","Highlander's exterior also sports an available moonroof or, in the case of the Platinum grade, a power panoramic view moonroof."
9070,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,11,12,12,1,27,166,0,"And speaking of the roof, all 2022 grades are now available with silver-trimmed roof rails, a feature that was previously only offered on Limited and Platinum models.","And speaking of the roof, all 2022 grades are now available with silver-trimmed roof rails, a feature that was previously only offered on Limited and Platinum models."
9071,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,12,13,13,1,15,85,0,"But when it comes to truly standing out, two Highlander grades clearly take the cake.","But when it comes to truly standing out, two Highlander grades clearly take the cake."
9072,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,13,14,14,1,16,104,0,"The bold and sporty XSE, with its unique front-end, black accents, 20-inch wheels, and twin-tip exhaust.","The bold and sporty XSE, with its unique front-end, black accents, 20-inch wheels, and twin-tip exhaust."
9073,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,14,15,15,1,30,201,0,"And the all-new Bronze Edition, which takes the hybrid XLE's refined appearance to another level with its exclusive cement paint option, bronze-colored accents, 18-inch bronze wheels, and so much more.","And the all-new Bronze Edition, which takes the hybrid XLE's refined appearance to another level with its exclusive cement paint option, bronze-colored accents, 18-inch bronze wheels, and so much more."
9074,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,15,16,16,1,30,220,0,"The fourth-generation Highlander has a premium interior that's sure to impress both driver and passenger alike, from its driver-focused interior layout to the dash-integrated design of its touchscreen multimedia systems.","The fourth-generation Highlander has a premium interior that's sure to impress both driver and passenger alike, from its driver-focused interior layout to the dash-integrated design of its touchscreen multimedia systems."
9075,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,16,17,17,1,26,176,0,"But Highlander's interior goes far beyond its style, with its great convenience features, including a standard power driver seat, in-dash storage areas, and rear seat reminder.","But Highlander's interior goes far beyond its style, with its great convenience features, including a standard power driver seat, in-dash storage areas, and rear seat reminder."
9076,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,17,18,18,1,16,107,0,"There's also available rain-sensing wipers and an available 1,500-watt cargo outlet on select hybrid trims.","There's also available rain-sensing wipers and an available 1,500-watt cargo outlet on select hybrid trims."
9077,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,18,19,19,1,41,306,0,"Highlander doesn't come up short on comfort offerings either, with standard three-zone automatic climate control, several available features like heated and ventilated front seats, heated second-row seats, and heated steering wheel, and even standard leather-trimmed seating on Limited and Platinum grades.","Highlander doesn't come up short on comfort offerings either, with standard three-zone automatic climate control, several available features like heated and ventilated front seats, heated second-row seats, and heated steering wheel, and even standard leather-trimmed seating on Limited and Platinum grades."
9078,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,19,20,20,1,22,142,0,"And speaking of seating, Highlander XLE, Limited, and Platinum all now include a front passenger seat with 8-way power adjustability for 2022.","And speaking of seating, Highlander XLE, Limited, and Platinum all now include a front passenger seat with 8-way power adjustability for 2022."
9079,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,20,21,21,1,44,324,0,"Plus, XSC offers two unique interior choices, including a red and black two-tone leather-trimmed interior with red stitching while the new Bronze Edition makes a statement with its illuminated bronze door sills, mid-century modern-style SofTex-trimmed seating, and of course, bronze-colored stitching and accents throughout.","Plus, XSC offers two unique interior choices, including a red and black two-tone leather-trimmed interior with red stitching while the new Bronze Edition makes a statement with its illuminated bronze door sills, mid-century modern-style SofTex-trimmed seating, and of course, bronze-colored stitching and accents throughout."
9080,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,21,22,22,1,48,314,0,"Like the exterior, Highlander's interior benefits from the TNGA platform, which helps deliver improved cargo space behind the third row, as well as impressive passenger room in both eight or the available seven-passenger seating configuration, the latter of which now comes standard on all hybrid grades except LE.","Like the exterior, Highlander's interior benefits from the TNGA platform, which helps deliver improved cargo space behind the third row, as well as impressive passenger room in both eight or the available seven-passenger seating configuration, the latter of which now comes standard on all hybrid grades except LE."
9081,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,22,23,23,1,55,360,0,"When it comes to in-cabin technology, every Highlander delivers big with a standard touchscreen audio multimedia platform that offers a huge variety of entertainment choices, whether it's music, podcasts, audiobooks, or catching up on phone calls, as well as multiple navigation options, all of which comes together to help make every trip fun and stress-free.","When it comes to in-cabin technology, every Highlander delivers big with a standard touchscreen audio multimedia platform that offers a huge variety of entertainment choices, whether it's music, podcasts, audiobooks, or catching up on phone calls, as well as multiple navigation options, all of which comes together to help make every trip fun and stress-free."
9082,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,23,24,24,1,25,156,0,"And to take it even further, Highlander also offers a gorgeous 12.3-inch upgrade for the touchscreen display, standard on Platinum and available on Limited.","And to take it even further, Highlander also offers a gorgeous 12.3-inch upgrade for the touchscreen display, standard on Platinum and available on Limited."
9083,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,24,25,25,1,28,190,0,"But regardless of screen size, this system includes standard compatibility for Apple CarPlay, which connects drivers to Apple Music, Maps, Messages, and other favorite apps from your iPhone.","But regardless of screen size, this system includes standard compatibility for Apple CarPlay, which connects drivers to Apple Music, Maps, Messages, and other favorite apps from your iPhone."
9084,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,25,26,26,1,25,165,0,"In addition, Android Auto makes it easy to stay connected to Android devices, while Amazon Alexa connectivity keeps Amazon's digital assistants just a question away.","In addition, Android Auto makes it easy to stay connected to Android devices, while Amazon Alexa connectivity keeps Amazon's digital assistants just a question away."
9085,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,26,27,27,1,22,151,-1,"Plus, there's even a standard three-month Sirius XM Platinum Plan trial subscription to more than 300 radio channels accessible throughout the country.","Plus, there's even a standard three-month Sirius XM Platinum Plan trial subscription to more than 300 radio channels accessible throughout the country."
9086,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,27,28,28,1,20,150,0,"Highlander offers great convenience features as well, including available Qi-compatible wireless charging that keeps drivers from fumbling for a cord.","Highlander offers great convenience features as well, including available Qi-compatible wireless charging that keeps drivers from fumbling for a cord."
